Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Daniel Mikic,de GER,DF,Verl,30,1992,36,36,"3,137",34.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Tobias Mißner,de GER,DF,Elversberg,22,2000,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sascha Mockenhaupt,de GER,"DF,MF",Wehen,30,1991,34,31,"2,892",32.1,1,2,3,1,0,0,1,0,0.03,0.06,0.09,0.03,0.09
Baran Mogultay,de GER,DF,MSV Duisburg,18,2004,26,22,"1,985",22.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Yannik Möker,de GER,MF,Zwickau,23,1999,21,15,"1,284",14.3,1,3,4,1,0,0,4,0,0.07,0.21,0.28,0.07,0.28
Quirin Moll,de GER,MF,1860 Munich,31,1991,21,11,"1,026",11.4,0,3,3,0,0,0,7,0,0.00,0.26,0.26,0.00,0.26
Nico Moos,de GER,DF,SpVgg Bayreuth,22,2000,16,11,"1,136",12.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Mateu Morey,es ESP,DF,Dortmund II,22,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Leandro Morgalla,de GER,DF,1860 Munich,17,2004,31,29,"2,518",28.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Patrick Möschl,at AUT,"DF,MF",VfB Oldenburg,29,1993,23,20,"1,712",19.0,0,2,2,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11
Sebastian Mrowca,pl POL,"MF,DF",Wehen,28,1994,29,18,"1,747",19.4,0,3,3,0,0,0,8,1,0.00,0.15,0.15,0.00,0.15
Sebastian Müller,de GER,"FW,MF",Hallescher,21,2001,31,12,"1,121",12.5,2,1,3,2,0,0,0,0,0.16,0.08,0.24,0.16,0.24
Sven Müller,de GER,GK,Dresden,26,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Vincent Müller,de GER,GK,MSV Duisburg,21,2000,32,32,"2,839",31.5,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03
Torben Müsel,de GER,"FW,MF",Rot-Weiss Essen,23,1999,16,7,683,7.6,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13
Visar Musliu,mk MKD,DF,Ingolstadt 04,27,1994,25,25,"2,157",24.0,0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00
Valdrin Mustafa,xk KVX,"FW,MF",Elversberg,24,1998,29,6,744,8.3,5,2,7,5,0,1,1,0,0.60,0.24,0.85,0.60,0.85
Suheyel Najar,tn TUN,MF,Wehen,26,1995,13,0,116,1.3,1,0,1,1,0,0,0,0,0.78,0.00,0.78,0.78,0.78
Dimitrij Nazarov,az AZE,"MF,FW",Erzgebirge Aue,32,1990,31,26,"2,273",25.3,10,4,14,4,6,6,9,0,0.40,0.16,0.55,0.16,0.32
Donald Nduka,ng NGA,DF,Ingolstadt 04,19,2003,11,11,966,10.7,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09
Dominique Ndure,de GER,"DF,MF",VfB Oldenburg,22,1999,33,27,"2,566",28.5,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00
Maurice Neubauer,de GER,DF,Elversberg,26,1996,37,37,"3,328",37.0,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03
Maximilian Neuberger,de GER,"DF,MF",Ingolstadt 04,22,2000,8,6,507,5.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Richard Neudecker,de GER,"MF,FW",Saarbrücken,25,1996,35,34,"2,752",30.6,6,11,17,6,0,0,7,0,0.20,0.36,0.56,0.20,0.56
Noel Niemann,de GER,FW,Osnabrück,22,1999,30,26,"2,005",22.3,2,6,8,2,0,0,4,1,0.09,0.27,0.36,0.09,0.36
Michel Niemeyer,de GER,DF,Rot-Weiss Essen,26,1995,6,1,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Jonas Nietfeld,de GER,"DF,FW",Hallescher,28,1994,31,31,"2,654",29.5,6,0,6,6,0,0,6,1,0.20,0.00,0.20,0.20,0.20
Gustaf Nilsson,se SWE,FW,Wehen,25,1997,1,1,84,0.9,1,0,1,1,0,0,0,0,1.07,0.00,1.07,1.07,1.07
Justin Njinmah,de GER,"FW,MF",Dortmund II,21,2000,34,32,"2,707",30.1,13,4,17,12,1,3,4,0,0.43,0.13,0.57,0.40,0.53
Steffen Nkansah,de GER,DF,Erzgebirge Aue,26,1996,15,15,"1,335",14.8,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07
Alexander Nollenberger,de GER,"MF,FW",SpVgg Bayreuth,25,1997,37,35,"2,965",32.9,9,6,15,9,0,0,5,0,0.27,0.18,0.46,0.27,0.46
Hans Nunoo Sarpei,gh GHA,"MF,DF",Ingolstadt 04,23,1998,30,25,"2,177",24.2,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04
Nico Ochojski,de GER,DF,Verl,23,1999,34,28,"2,430",27.0,3,4,7,3,0,0,7,0,0.11,0.15,0.26,0.11,0.26
Emeka Oduah,de GER,MF,Osnabrück,20,2002,8,0,129,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jonas Oehmichen,de GER,MF,Dresden,18,2004,10,0,104,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Nik Omladič,si SVN,"MF,FW",Hallescher,32,1989,15,8,677,7.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Daniels Ontuzans,lv LVA,"FW,MF",SC Freiburg II,22,2000,10,5,466,5.2,1,0,1,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19
Yannick Osée,de GER,"DF,MF",Meppen,25,1997,15,7,801,8.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Silas Ostrzinski,de GER,GK,Dortmund II,18,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Nick Otto,de GER,DF,Verl,23,1999,2,1,81,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Yari Otto,de GER,"FW,MF",Verl,23,1999,30,21,"1,796",20.0,6,3,9,6,0,0,8,0,0.30,0.15,0.45,0.30,0.45
Moses Otuali,de GER,FW,Dortmund II,19,2002,17,3,435,4.8,1,1,2,1,0,0,0,0,0.21,0.21,0.41,0.21,0.41
Mansour Ouro-Tagba,tg TOG,FW,1860 Munich,18,2004,1,0,45,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Can Özkan,de GER,"MF,DF",Dortmund II,22,1999,28,24,"2,162",24.0,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12
Torge Paetow,de GER,DF,Verl,26,1995,32,30,"2,779",30.9,2,2,4,2,0,0,4,0,0.06,0.06,0.13,0.06,0.13
Federico Palacios Martínez,de GER,FW,Viktoria Köln,27,1995,5,1,119,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Antonios Papadopoulos,de GER,"DF,MF",Dortmund II,22,1999,27,25,"2,300",25.6,1,2,3,1,0,1,12,0,0.04,0.08,0.12,0.04,0.12
Marco Pašalić,hr CRO,MF,Dortmund II,21,2000,22,14,"1,124",12.5,4,0,4,4,0,0,6,0,0.32,0.00,0.32,0.32,0.32
Felix Passlack,de GER,MF,Dortmund II,24,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mirnes Pepić,me MNE,MF,Meppen,26,1995,22,16,"1,483",16.5,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06
Barne Pernot,de GER,MF,Verl,23,1999,4,1,125,1.4,1,0,1,1,0,0,1,0,0.72,0.00,0.72,0.72,0.72
,,,,,,,,,,,,,,,,,,,,,,
Luca Petzold,de GER,GK,SpVgg Bayreuth,20,2001,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Franz Pfanne,de GER,"MF,DF",Dortmund II,27,1994,33,32,"2,820",31.3,2,1,3,2,0,0,7,0,0.06,0.03,0.10,0.06,0.10
David Philipp,de GER,"MF,FW",Viktoria Köln,22,2000,26,17,"1,282",14.2,4,2,6,4,0,0,6,0,0.28,0.14,0.42,0.28,0.42
Laurin von Piechowski,de GER,DF,Elversberg,28,1994,11,5,613,6.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lukas Pinckert,de GER,DF,Elversberg,22,2000,26,11,"1,237",13.7,1,2,3,1,0,0,7,1,0.07,0.15,0.22,0.07,0.22
Marcus Piossek,pl POL,MF,Meppen,33,1989,11,5,391,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Justin Plautz,de GER,"DF,MF",VfB Oldenburg,23,1999,25,17,"1,465",16.3,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06
Sandro Plechaty,de GER,DF,Rot-Weiss Essen,24,1997,13,6,611,6.8,1,0,1,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15
Thomas Pledl,de GER,"MF,FW",SV Waldhof,28,1994,19,9,872,9.7,2,3,5,2,0,0,3,0,0.21,0.31,0.52,0.21,0.52
Ole Pohlmann,de GER,"MF,FW",Dortmund II,21,2001,31,25,"2,275",25.3,3,7,10,3,0,0,2,0,0.12,0.28,0.40,0.12,0.40
Markus Ponath,de GER,GK,Ingolstadt 04,21,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marvin Pourié,de GER,FW,Meppen,31,1991,37,36,"3,208",35.6,11,6,17,9,2,2,4,0,0.31,0.17,0.48,0.25,0.42
Luca Prasse,de GER,"MF,FW",Meppen,18,2004,5,2,105,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Rico Preißinger,de GER,MF,Ingolstadt 04,26,1996,22,17,"1,315",14.6,0,1,1,0,0,0,8,2,0.00,0.07,0.07,0.00,0.07
Eduard Probst,de GER,"FW,MF",Verl,21,2001,15,4,438,4.9,2,2,4,2,0,0,1,0,0.41,0.41,0.82,0.41,0.82
Alexander Prokopenko,de GER,FW,SC Freiburg II,20,2002,3,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ivan Prtajin,hr CRO,FW,Wehen,26,1996,27,23,"2,097",23.3,15,3,18,13,2,2,5,0,0.64,0.13,0.77,0.56,0.69
Bjarne Pudel,de GER,DF,Dortmund II,21,2001,13,6,748,8.3,1,1,2,1,0,0,3,0,0.12,0.12,0.24,0.12,0.24
Presley Pululu,fr FRA,FW,Verl,20,2002,5,0,84,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Kolja Pusch,de GER,"MF,FW",MSV Duisburg,29,1993,32,17,"1,549",17.2,5,3,8,4,1,1,4,0,0.29,0.17,0.46,0.23,0.41
Leandro Putaro,de GER,"FW,MF",Osnabrück,25,1997,23,11,949,10.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Steffen Puttkammer,de GER,DF,Meppen,33,1988,17,11,991,11.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Kasim Rabihic,de GER,"FW,MF",Saarbrücken,29,1993,28,23,"1,916",21.3,7,6,13,7,0,0,4,0,0.33,0.28,0.61,0.33,0.61
Lukas Raeder,de GER,GK,MSV Duisburg,28,1993,1,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kevin Rauhut,de GER,GK,Viktoria Köln,32,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Thomas Rausch,de GER,DF,Ingolstadt 04,22,2000,8,3,296,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sören Reddemann,de GER,DF,Hallescher,26,1996,25,23,"2,043",22.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Max Reinthaler,it ITA,DF,Wehen,27,1995,30,24,"2,177",24.2,3,0,3,3,0,0,7,1,0.12,0.00,0.12,0.12,0.12
Pascal Richter,de GER,MF,VfB Oldenburg,25,1996,7,1,129,1.4,1,0,1,1,0,0,0,0,0.70,0.00,0.70,0.70,0.70
Nico Rieble,de GER,"DF,MF",Wehen,26,1995,13,7,718,8.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Julian Riedel,de GER,DF,SV Waldhof,30,1991,34,34,"2,982",33.1,0,1,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03
Tim Rieder,de GER,"MF,DF",1860 Munich,28,1993,22,20,"1,711",19.0,2,1,3,2,0,0,4,1,0.11,0.05,0.16,0.11,0.16
José-Enrique Ríos Alonso,de GER,DF,Rot-Weiss Essen,21,2000,32,31,"2,705",30.1,2,0,2,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07
Sascha Risch,de GER,"MF,DF",Meppen,22,2000,32,22,"1,998",22.2,4,0,4,4,0,0,2,0,0.18,0.00,0.18,0.18,0.18
Marcel Risse,de GER,"MF,FW",Viktoria Köln,32,1989,26,15,"1,253",13.9,3,1,4,1,2,2,3,0,0.22,0.07,0.29,0.07,0.14
Calogero Rizzuto,de GER,"MF,DF",Saarbrücken,30,1992,26,26,"2,126",23.6,3,3,6,3,0,0,7,0,0.13,0.13,0.25,0.13,0.25
Jannik Rochelt,de GER,MF,Elversberg,23,1998,37,36,"2,908",32.3,12,13,25,12,0,0,3,0,0.37,0.40,0.77,0.37,0.77
Merlin Röhl,de GER,MF,SC Freiburg II,20,2002,12,12,897,10.0,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10
Merlin Röhl,de GER,MF,Ingolstadt 04,20,2002,4,4,292,3.2,2,1,3,2,0,0,2,0,0.62,0.31,0.92,0.62,0.92
Moritz Römling,de GER,"DF,MF",Rot-Weiss Essen,21,2001,11,7,655,7.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
Henry Rorig,de GER,DF,Osnabrück,22,2000,25,2,524,5.8,2,0,2,2,0,0,5,0,0.34,0.00,0.34,0.34,0.34
Max Rosenfelder,de GER,DF,SC Freiburg II,19,2003,21,17,"1,493",16.6,2,2,4,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24
Linus Rosenlöcher,de GER,DF,Erzgebirge Aue,21,2000,29,25,"2,319",25.8,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Alexander Rossipal,de GER,DF,SV Waldhof,26,1996,33,33,"2,867",31.9,2,6,8,1,1,1,4,0,0.06,0.19,0.25,0.03,0.22
Tom Rothe,de GER,"DF,MF",Dortmund II,17,2004,13,13,911,10.1,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10
Björn Rother,de GER,MF,Rot-Weiss Essen,26,1996,28,23,"1,915",21.3,2,0,2,2,0,0,10,1,0.09,0.00,0.09,0.09,0.09
Stefano Russo,de GER,MF,SV Waldhof,22,2000,19,9,975,10.8,1,1,2,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18
Hamza Saghiri,de GER,MF,Viktoria Köln,25,1997,32,23,"2,057",22.9,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04
Semih Sahin,de GER,MF,Elversberg,22,1999,30,23,"2,000",22.2,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14
Roland Sallai,hu HUN,FW,SC Freiburg II,25,1997,1,1,77,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Louis Samson,de GER,"MF,DF",Hallescher,27,1995,12,5,425,4.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Vinko Sapina,hr CRO,MF,Verl,27,1995,30,25,"2,226",24.7,2,2,4,0,2,2,6,1,0.08,0.08,0.16,0.00,0.08
Niklas Sauter,de GER,GK,SC Freiburg II,19,2003,11,11,990,11.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Franco Schädlich,de GER,DF,Erzgebirge Aue,18,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Linus Schäfer,de GER,"MF,DF",VfB Oldenburg,19,2003,19,9,776,8.6,1,3,4,1,0,0,2,0,0.12,0.35,0.46,0.12,0.46
Manuel Schäffler,de GER,FW,Dresden,33,1989,33,7,"1,009",11.2,4,3,7,4,0,0,1,0,0.36,0.27,0.62,0.36,0.62
Robin Scheu,de GER,MF,Saarbrücken,27,1995,5,1,138,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marco Schikora,de GER,"MF,DF",Erzgebirge Aue,27,1994,36,32,"2,656",29.5,3,4,7,3,0,0,10,0,0.10,0.14,0.24,0.10,0.24
Jonathan Schmid,fr FRA,MF,SC Freiburg II,32,1990,1,1,71,0.8,2,0,2,2,0,0,0,0,2.54,0.00,2.54,2.54,2.54
Kenneth Schmidt,de GER,DF,SC Freiburg II,20,2002,22,20,"1,838",20.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Marten Schmidt,de GER,"MF,FW",VfB Oldenburg,26,1996,15,3,381,4.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Marten Schmidt,de GER,FW,VfB Oldenburg,26,1996,3,1,134,1.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Patrick Schmidt,de GER,"FW,MF",Ingolstadt 04,28,1993,34,24,"2,119",23.5,10,1,11,9,1,1,4,0,0.42,0.04,0.47,0.38,0.42
Marc Schnatterer,de GER,"MF,FW",SV Waldhof,36,1985,21,10,761,8.5,2,1,3,2,0,0,0,0,0.24,0.12,0.35,0.24,0.35
Jan-Marc Schneider,de GER,"MF,FW",Zwickau,28,1994,15,10,914,10.2,3,0,3,3,0,0,2,0,0.30,0.00,0.30,0.30,0.30
Luca Schnellbacher,de GER,FW,Elversberg,28,1994,27,26,"2,108",23.4,14,6,20,14,0,0,5,1,0.60,0.26,0.85,0.60,0.85
Sam Schreck,de GER,MF,Erzgebirge Aue,23,1999,28,27,"2,260",25.1,3,1,4,3,0,0,6,1,0.12,0.04,0.16,0.12,0.16
Tobias Schröck,de GER,"DF,MF",Ingolstadt 04,29,1992,22,20,"1,704",18.9,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Leonhard von Schrötter,de GER,"DF,MF",Zwickau,23,1999,29,13,"1,407",15.6,1,2,3,1,0,0,0,0,0.06,0.13,0.19,0.06,0.19
Michael Schultz,de GER,DF,Viktoria Köln,29,1993,16,14,"1,231",13.7,0,1,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07
Edwin Schwarz,de GER,"DF,MF",SpVgg Bayreuth,27,1994,23,23,"1,904",21.2,1,1,2,1,0,0,5,0,0.05,0.05,0.09,0.05,0.09
Tobias Schwede,de GER,"MF,DF",Saarbrücken,28,1994,13,6,617,6.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marcel Seegert,de GER,DF,SV Waldhof,28,1994,33,31,"2,839",31.5,0,1,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03
Lion Semić,de GER,MF,Dortmund II,18,2003,8,2,269,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marvin Senger,de GER,DF,MSV Duisburg,22,2000,28,26,"2,301",25.6,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Hong Seokju,kr KOR,"MF,FW",Viktoria Köln,19,2003,15,2,348,3.9,2,2,4,2,0,0,1,0,0.52,0.52,1.03,0.52,1.03
Nicolás Sessa,ar ARG,"MF,FW",Verl,26,1996,31,25,"1,708",19.0,8,2,10,7,1,1,4,0,0.42,0.11,0.53,0.37,0.47
Jan Shcharbakouski,de GER,FW,Dresden,21,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Carlo Sickinger,de GER,"DF,MF",Elversberg,25,1997,21,16,"1,412",15.7,0,2,2,0,0,0,4,1,0.00,0.13,0.13,0.00,0.13
Jamil Siebert,de GER,DF,Viktoria Köln,20,2002,30,23,"2,245",24.9,2,0,2,2,0,0,8,1,0.08,0.00,0.08,0.08,0.08
Omar Sijarić,de GER,"MF,FW",Erzgebirge Aue,20,2001,25,21,"1,677",18.6,3,1,4,3,0,0,2,0,0.16,0.05,0.21,0.16,0.21
Ba-Muaka Simakala,cg CGO,"FW,MF",Osnabrück,25,1997,37,35,"2,863",31.8,19,8,27,13,6,6,9,0,0.60,0.25,0.85,0.41,0.66
Hugo Siquet,be BEL,"MF,DF",SC Freiburg II,20,2002,2,2,172,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Meris Skenderović,me MNE,"FW,MF",1860 Munich,24,1998,27,10,"1,017",11.3,4,0,4,4,0,0,3,0,0.35,0.00,0.35,0.35,0.35
Pascal Sohm,de GER,FW,SV Waldhof,30,1991,35,23,"2,096",23.3,5,3,8,5,0,0,2,0,0.21,0.13,0.34,0.21,0.34
Niklas Sommer,de GER,DF,SV Waldhof,24,1998,13,2,394,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Patrick Sontheimer,de GER,MF,Viktoria Köln,24,1998,36,36,"3,074",34.2,3,5,8,3,0,0,12,0,0.09,0.15,0.23,0.09,0.23
Alexander Sorge,de GER,DF,Erzgebirge Aue,29,1993,26,13,"1,222",13.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Meiko Sponsel,de GER,DF,Rot-Weiss Essen,20,2002,18,9,957,10.6,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09
Max Sprang,de GER,GK,Zwickau,22,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Julian Stark,de GER,"MF,DF",SC Freiburg II,21,2001,32,22,"1,866",20.7,5,2,7,5,0,0,6,1,0.24,0.10,0.34,0.24,0.34
Yannick Stark,de GER,MF,Dresden,31,1990,4,0,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Manfred Starke,na NAM,"MF,FW",VfB Oldenburg,31,1991,36,31,"2,711",30.1,6,2,8,6,0,0,5,0,0.20,0.07,0.27,0.20,0.27
Dominik Steczyk,pl POL,FW,Hallescher,23,1999,33,23,"1,951",21.7,5,4,9,5,0,0,4,0,0.23,0.18,0.42,0.23,0.42
Marvin Stefaniak,de GER,"MF,FW",Erzgebirge Aue,27,1995,28,26,"2,121",23.6,5,6,11,5,0,0,6,0,0.21,0.25,0.47,0.21,0.47
Phillipp Steinhart,de GER,DF,1860 Munich,30,1992,26,26,"2,185",24.3,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08
Daniel Steininger,de GER,"MF,FW",SpVgg Bayreuth,27,1995,24,6,830,9.2,1,0,1,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11
Justin Steinkötter,de GER,FW,Saarbrücken,22,1999,13,1,310,3.4,1,1,2,1,0,0,1,0,0.29,0.29,0.58,0.29,0.58
Luca Stellwagen,de GER,DF,Verl,23,1998,22,17,"1,471",16.3,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12
Marc Stendera,de GER,MF,VfB Oldenburg,26,1995,13,11,818,9.1,1,1,2,1,0,0,6,2,0.11,0.11,0.22,0.11,0.22
,,,,,,,,,,,,,,,,,,,,,,
Oliver Steurer,de GER,DF,VfB Oldenburg,27,1995,37,37,"3,297",36.6,2,1,3,2,0,0,7,0,0.05,0.03,0.08,0.05,0.08
Nikola Stevanović,rs SRB,DF,Ingolstadt 04,23,1998,9,4,472,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Niclas Stierlin,de GER,"MF,FW",MSV Duisburg,22,2000,28,10,"1,128",12.5,1,0,1,1,0,0,7,0,0.08,0.00,0.08,0.08,0.08
Michel Stöcker,de GER,DF,Verl,23,1999,34,28,"2,466",27.4,2,2,4,2,0,0,9,0,0.07,0.07,0.15,0.07,0.15
Tobias Stockinger,de GER,"MF,FW",SpVgg Bayreuth,22,2000,22,8,703,7.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Moritz Stoppelkamp,de GER,"MF,FW",MSV Duisburg,35,1986,28,24,"2,223",24.7,7,8,15,6,1,2,4,0,0.28,0.32,0.61,0.24,0.57
Till Streller,de GER,MF,Zwickau,19,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Florian Stritzel,de GER,GK,Wehen,28,1994,15,15,"1,309",14.5,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07
Israel Suero,es ESP,FW,Elversberg,28,1994,11,1,222,2.5,3,2,5,3,0,0,0,0,1.22,0.81,2.03,1.22,2.03
Valmir Sulejmani,xk KVX,"MF,FW",Ingolstadt 04,26,1996,13,4,347,3.9,1,0,1,1,0,0,2,1,0.26,0.00,0.26,0.26,0.26
Adam Sušac,hr CRO,DF,Zwickau,33,1989,8,5,504,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Mario Suver,hr CRO,DF,Dortmund II,22,1999,14,4,384,4.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Emanuel Taffertshofer,de GER,MF,Wehen,27,1995,32,22,"2,018",22.4,1,2,3,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13
Ulrich Taffertshofer,de GER,"MF,DF",Erzgebirge Aue,30,1992,19,14,"1,293",14.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Erik Tallig,de GER,"MF,DF",1860 Munich,22,2000,20,8,996,11.1,1,2,3,1,0,0,2,0,0.09,0.18,0.27,0.09,0.27
Luka Tankulić,de GER,"MF,FW",Meppen,31,1991,2,2,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Niklas Tarnat,de GER,MF,Rot-Weiss Essen,24,1998,30,25,"2,301",25.6,0,3,3,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12
Borys Tashchy,ua UKR,"FW,MF",Erzgebirge Aue,29,1993,32,13,"1,349",15.0,6,3,9,5,1,1,3,0,0.40,0.20,0.60,0.33,0.53
Ted Tattermusch,de GER,FW,Dortmund II,21,2001,25,12,"1,022",11.4,2,1,3,2,0,0,2,0,0.18,0.09,0.26,0.18,0.26
Berkan Taz,de GER,MF,SV Waldhof,23,1998,31,14,"1,373",15.3,1,4,5,1,0,0,3,0,0.07,0.26,0.33,0.07,0.33
Sinan Tekerci,tr TUR,MF,Elversberg,28,1993,17,0,253,2.8,1,0,1,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36
Robert Tesche,de GER,MF,Osnabrück,35,1987,37,37,"3,264",36.3,8,4,12,8,0,0,5,0,0.22,0.11,0.33,0.22,0.33
Pascal Testroet,de GER,FW,Ingolstadt 04,31,1990,31,26,"2,180",24.2,8,6,14,6,2,2,1,0,0.33,0.25,0.58,0.25,0.50
