Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Mario Müller,de GER,DF,Saarbrücken,29,1992,24,14,"1,213",13.5,0,3,3,0,0,0,3,0,0.00,0.22,0.22,0.00,0.22
Sebastian Müller,de GER,"MF,FW",Braunschweig,20,2001,23,14,"1,202",13.4,3,2,5,3,0,0,1,0,0.22,0.15,0.37,0.22,0.37
Sven Müller,de GER,GK,Hallescher,25,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tobias Müller,de GER,DF,Magdeburg,27,1994,27,25,"2,152",23.9,2,1,3,2,0,0,3,1,0.08,0.04,0.13,0.08,0.13
Maurice Multhaup,de GER,"MF,FW",Braunschweig,24,1996,31,26,"2,231",24.8,7,1,8,7,0,0,1,0,0.28,0.04,0.32,0.28,0.32
Rudolf Ndualu,de GER,MF,MSV Duisburg,22,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Richard Neudecker,de GER,"MF,DF",1860 Munich,24,1996,29,25,"2,106",23.4,5,6,11,5,0,0,8,0,0.21,0.26,0.47,0.21,0.47
Johann Ngounou Djayo,de GER,MF,1860 Munich,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Moritz Nicolas,de GER,GK,Viktoria Köln,23,1997,30,30,"2,700",30.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Julian Niehues,de GER,MF,Kaiserslautern,20,2001,17,2,335,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27
Jonas Nietfeld,de GER,"DF,FW",Hallescher,27,1994,30,30,"2,675",29.7,1,2,3,1,0,0,5,0,0.03,0.07,0.10,0.03,0.10
Jannis Nikolaou,de GER,MF,Braunschweig,28,1993,33,33,"2,924",32.5,3,2,5,3,0,0,6,0,0.09,0.06,0.15,0.09,0.15
Vladimir Nikolov,bg BUL,DF,W'burg Kickers,20,2001,8,0,122,1.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Gustaf Nilsson,se SWE,FW,Wehen,24,1997,30,25,"2,247",25.0,14,4,18,9,5,5,4,0,0.56,0.16,0.72,0.36,0.52
Justin Njinmah,de GER,"FW,MF",Dortmund II,20,2000,16,12,"1,058",11.8,5,1,6,5,0,0,2,0,0.43,0.09,0.51,0.43,0.51
Steffen Nkansah,de GER,DF,Zwickau,25,1996,31,30,"2,586",28.7,2,0,2,2,0,0,4,1,0.07,0.00,0.07,0.07,0.07
Raphael Obermair,ph PHI,"DF,MF",Magdeburg,25,1996,34,34,"2,935",32.6,2,4,6,2,0,0,2,0,0.06,0.12,0.18,0.06,0.18
Nico Ochojski,de GER,"DF,MF",Verl,22,1999,27,14,"1,448",16.1,3,3,6,3,0,0,8,0,0.19,0.19,0.37,0.19,0.37
Emeka Oduah,de GER,MF,Osnabrück,19,2002,7,1,189,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Shalva Ogbaidze,ge GEO,"MF,FW",Viktoria 1889,18,2002,16,4,468,5.2,0,3,3,0,0,0,3,0,0.00,0.58,0.58,0.00,0.58
Daniels Ontuzans,lv LVA,"FW,MF",SC Freiburg II,21,2000,21,9,986,11.0,2,0,2,2,0,0,1,0,0.18,0.00,0.18,0.18,0.18
Aaron Opoku,de GER,"FW,MF",Osnabrück,22,1999,30,26,"2,199",24.4,3,12,15,3,0,0,3,0,0.12,0.49,0.61,0.12,0.61
Yannick Osée,de GER,DF,Meppen,24,1997,6,1,196,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Fynn Otto,de GER,"MF,DF",Hallescher,19,2002,10,2,183,2.0,0,1,1,0,0,0,1,0,0.00,0.49,0.49,0.00,0.49
,,,,,,,,,,,,,,,,,,,,,,
Yari Otto,de GER,"MF,FW",Braunschweig,22,1999,19,9,788,8.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Federico Palacios Martínez,de GER,"MF,FW",Viktoria Köln,26,1995,11,3,329,3.7,0,1,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27
Antonios Papadopoulos,de GER,"DF,MF",Dortmund II,21,1999,24,23,"2,032",22.6,1,1,2,1,0,0,11,0,0.04,0.04,0.09,0.04,0.09
Marco Pašalić,hr CRO,"MF,DF",Dortmund II,20,2000,12,8,542,6.0,2,1,3,2,0,0,3,0,0.33,0.17,0.50,0.33,0.50
Felix Passlack,de GER,MF,Dortmund II,23,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Enrique Peña Zauner,ve VEN,MF,Braunschweig,21,2000,24,12,"1,074",11.9,4,3,7,4,0,0,3,0,0.34,0.25,0.59,0.34,0.59
Mirnes Pepić,me MNE,MF,W'burg Kickers,25,1995,20,17,"1,425",15.8,1,1,2,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13
Fanol Perdedaj,xk KVX,MF,W'burg Kickers,30,1991,26,23,"1,872",20.8,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00
Barne Pernot,de GER,"DF,MF",Verl,22,1999,15,13,"1,145",12.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Nils Petersen,de GER,FW,SC Freiburg II,32,1988,1,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lukas Petkov,bg BUL,"MF,FW",Verl,20,2000,35,25,"2,264",25.2,11,4,15,11,0,0,6,0,0.44,0.16,0.60,0.44,0.60
Franz Pfanne,de GER,"MF,DF",Dortmund II,26,1994,34,34,"3,027",33.6,3,2,5,3,0,1,8,0,0.09,0.06,0.15,0.09,0.15
Immanuel Pherai,sr SUR,"MF,FW",Dortmund II,20,2001,29,27,"2,311",25.7,6,7,13,6,0,0,9,0,0.23,0.27,0.51,0.23,0.51
David Philipp,de GER,"FW,MF",Viktoria Köln,21,2000,26,14,"1,351",15.0,7,2,9,7,0,0,5,0,0.47,0.13,0.60,0.47,0.60
Lukas Pinckert,de GER,"MF,DF",Viktoria 1889,21,2000,34,33,"2,726",30.3,2,1,3,2,0,0,9,1,0.07,0.03,0.10,0.07,0.10
Marcus Piossek,pl POL,MF,Meppen,32,1989,3,1,128,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Nils Piwernetz,de GER,"DF,MF",Havelse,21,2000,14,7,669,7.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Noah Plume,de GER,"MF,DF",Havelse,26,1995,33,17,"1,690",18.8,1,1,2,1,0,0,7,0,0.05,0.05,0.11,0.05,0.11
Ole Pohlmann,de GER,MF,Dortmund II,20,2001,35,19,"1,697",18.9,2,2,4,2,0,0,1,0,0.11,0.11,0.21,0.11,0.21
Marvin Pourié,de GER,"FW,MF",W'burg Kickers,30,1991,26,17,"1,859",20.7,7,4,11,7,0,1,1,0,0.34,0.19,0.53,0.34,0.53
Dominik Prokop,at AUT,MF,Wehen,24,1997,25,11,"1,057",11.7,1,2,3,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26
Nick Proschwitz,de GER,FW,Braunschweig,34,1986,2,2,141,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kolja Pusch,de GER,"MF,FW",MSV Duisburg,28,1993,29,20,"1,736",19.3,4,6,10,4,0,0,7,0,0.21,0.31,0.52,0.21,0.52
Leandro Putaro,de GER,"FW,MF",Verl,24,1997,32,24,"2,176",24.2,9,3,12,7,2,3,1,0,0.37,0.12,0.50,0.29,0.41
Steffen Puttkammer,de GER,DF,Meppen,32,1988,30,29,"2,529",28.1,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04
,,,,,,,,,,,,,,,,,,,,,,
Ilir Qela,de GER,MF,Havelse,20,2001,2,0,8,0.1,1,0,1,1,0,0,0,0,11.25,0.00,11.25,11.25,11.25
Norman Quindt,de GER,GK,Havelse,24,1996,34,34,"3,056",34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Matheo Raab,de GER,GK,Kaiserslautern,22,1998,33,33,"2,970",33.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Kasim Rabihic,de GER,"FW,MF",Verl,28,1993,30,22,"1,976",22.0,5,10,15,5,0,0,2,0,0.23,0.46,0.68,0.23,0.68
Valdet Rama,al ALB,"FW,MF",Meppen,33,1987,3,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tobias Raschl,de GER,MF,Dortmund II,21,2000,21,17,"1,613",17.9,3,2,5,2,1,2,1,0,0.17,0.11,0.28,0.11,0.22
Jan Reckert,de GER,GK,Dortmund II,24,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sören Reddemann,de GER,DF,Hallescher,25,1996,14,12,"1,135",12.6,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08
Kenny Redondo,de GER,"FW,MF",Kaiserslautern,26,1994,30,16,"1,558",17.3,2,3,5,2,0,0,2,1,0.12,0.17,0.29,0.12,0.29
Dominik Reimann,de GER,GK,Magdeburg,24,1997,35,35,"3,150",35.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Max Reinthaler,it ITA,DF,Zwickau,26,1995,30,22,"2,118",23.5,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04
Marc Richter,de GER,GK,W'burg Kickers,21,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Nico Rieble,de GER,DF,Wehen,25,1995,19,13,"1,279",14.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Julian Rieckmann,de GER,"MF,DF",Magdeburg,20,2000,17,4,439,4.9,0,1,1,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21
Florian Riedel,de GER,"DF,MF",Havelse,31,1990,34,33,"2,975",33.1,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03
Sascha Risch,de GER,"MF,DF",SC Freiburg II,21,2000,27,13,"1,376",15.3,0,1,1,0,0,0,5,1,0.00,0.07,0.07,0.00,0.07
Marcel Risse,de GER,"MF,FW",Viktoria Köln,31,1989,33,30,"2,653",29.5,3,7,10,1,2,3,3,0,0.10,0.24,0.34,0.03,0.27
Marlon Ritter,de GER,MF,Kaiserslautern,26,1994,31,30,"2,559",28.4,6,0,6,4,2,3,3,0,0.21,0.00,0.21,0.14,0.14
Anthony Roczen,de GER,FW,SV Waldhof,21,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Henry Rorig,de GER,DF,Magdeburg,21,2000,9,1,264,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68
Robin Rosenberger,de GER,FW,Wehen,16,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Max Rosenfelder,de GER,DF,SC Freiburg II,18,2003,18,17,"1,438",16.0,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06
Alexander Rossipal,de GER,DF,SV Waldhof,25,1996,25,20,"1,818",20.2,2,0,2,1,1,1,1,0,0.10,0.00,0.10,0.05,0.05
Maximilian Rossmann,de GER,"DF,MF",Viktoria Köln,26,1995,25,20,"1,773",19.7,1,0,1,1,0,0,10,1,0.05,0.00,0.05,0.05,0.05
Julian Rufidis,de GER,DF,Havelse,21,2000,8,1,111,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Stefano Russo,de GER,MF,SV Waldhof,21,2000,24,16,"1,487",16.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Hamza Saghiri,de GER,MF,SV Waldhof,24,1997,26,18,"1,641",18.2,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05
Mahir Sağlık,tr TUR,FW,Verl,38,1983,11,0,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Stephan Salger,de GER,DF,1860 Munich,31,1990,32,30,"2,705",30.1,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03
Louis Samson,de GER,"MF,DF",Hallescher,26,1995,21,17,"1,573",17.5,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00
Saliou Sané,de GER,FW,W'burg Kickers,29,1992,25,15,"1,457",16.2,6,1,7,3,3,3,4,0,0.37,0.06,0.43,0.19,0.25
Vinko Sapina,hr CRO,MF,Verl,26,1995,28,22,"2,081",23.1,1,2,3,1,0,0,5,0,0.04,0.09,0.13,0.04,0.13
Niklas Sauter,de GER,GK,SC Freiburg II,18,2003,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Dominik Schad,de GER,"DF,MF",Kaiserslautern,24,1997,24,5,728,8.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kevin Schade,de GER,FW,SC Freiburg II,19,2001,1,1,67,0.7,2,0,2,2,0,0,0,0,2.69,0.00,2.69,2.69,2.69
Steffen Schäfer,de GER,DF,Verl,27,1994,15,14,"1,294",14.4,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07
Robin Scheu,de GER,MF,Saarbrücken,26,1995,28,17,"1,276",14.2,2,1,3,1,1,1,6,0,0.14,0.07,0.21,0.07,0.14
Marco Schikora,de GER,"MF,DF",Zwickau,26,1994,32,31,"2,703",30.0,5,3,8,5,0,0,8,0,0.17,0.10,0.27,0.17,0.27
Patrick Schikowski,de GER,MF,Verl,29,1992,10,0,184,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tim Schirmer,de GER,DF,Viktoria Köln,18,2003,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marco Schleef,de GER,DF,Havelse,22,1999,2,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Keven Schlotterbeck,de GER,DF,SC Freiburg II,24,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Lasse Schlüter,de GER,DF,Braunschweig,29,1992,25,13,"1,269",14.1,0,2,2,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14
Jonathan Schmid,fr FRA,MF,SC Freiburg II,31,1990,1,1,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Dominik Schmidt,de GER,DF,MSV Duisburg,34,1987,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kenneth Schmidt,de GER,"DF,MF",SC Freiburg II,19,2002,27,26,"2,287",25.4,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04
Oliver Schmitt,de GER,FW,Verl,21,2000,11,5,358,4.0,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25
Marc Schnatterer,de GER,"MF,FW",SV Waldhof,35,1985,35,34,"2,674",29.7,11,7,18,11,0,0,7,0,0.37,0.24,0.61,0.37,0.61
Leon Schneider,de GER,DF,W'burg Kickers,21,2000,31,28,"2,473",27.5,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04
Tim Schreiber,de GER,GK,Hallescher,19,2002,21,21,"1,890",21.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,
Michael Schultz,de GER,DF,Braunschweig,28,1993,34,34,"2,991",33.2,2,1,3,2,0,0,8,0,0.06,0.03,0.09,0.06,0.09
Julian Schwermann,de GER,MF,Verl,22,1999,21,13,"1,240",13.8,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07
Tim Sechelmann,de GER,DF,Magdeburg,22,1999,10,4,378,4.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marcel Seegert,de GER,DF,SV Waldhof,27,1994,32,32,"2,854",31.7,3,1,4,3,0,0,9,0,0.09,0.03,0.13,0.09,0.13
Moritz Seiffert,de GER,"MF,FW",Viktoria 1889,20,2000,33,13,"1,322",14.7,0,5,5,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34
Marvin Senger,de GER,DF,Kaiserslautern,21,2000,6,5,397,4.4,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Hong Seokju,kr KOR,FW,Viktoria Köln,18,2003,22,15,"1,388",15.4,1,1,2,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13
Nicolás Sessa,ar ARG,"MF,FW",Kaiserslautern,25,1996,16,8,671,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jan Shcharbakouski,de GER,"MF,FW",Hallescher,20,2001,34,21,"1,698",18.9,4,1,5,4,0,0,0,0,0.21,0.05,0.27,0.21,0.27
Jamil Siebert,de GER,DF,Viktoria Köln,19,2002,13,9,911,10.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Kiliann Sildillia,fr FRA,DF,SC Freiburg II,19,2002,14,13,"1,184",13.2,1,0,1,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08
Ba-Muaka Simakala,cg CGO,"FW,MF",Osnabrück,24,1997,30,19,"1,631",18.1,7,1,8,6,1,1,5,0,0.39,0.06,0.44,0.33,0.39
Hugo Siquet,be BEL,MF,SC Freiburg II,19,2002,4,4,272,3.0,1,0,1,1,0,0,2,0,0.33,0.00,0.33,0.33,0.33
Luka Sliskovic,at AUT,FW,Magdeburg,26,1995,3,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Petar Slišković,hr CRO,FW,Wehen,30,1991,11,3,299,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Pascal Sohm,de GER,FW,SV Waldhof,29,1991,16,11,957,10.6,7,0,7,7,0,0,1,0,0.66,0.00,0.66,0.66,0.66
Niklas Sommer,de GER,DF,SV Waldhof,23,1998,26,14,"1,347",15.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Jonas Sonnenberg,de GER,DF,Havelse,28,1993,3,0,20,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Patrick Sontheimer,de GER,MF,Viktoria Köln,23,1998,33,27,"2,258",25.1,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08
Avdo Spahić,ba BIH,GK,Kaiserslautern,24,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Philip Sprint,de GER,GK,Viktoria 1889,28,1993,12,12,"1,059",11.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Stefan Stangl,at AUT,DF,Wehen,29,1991,5,3,268,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jozo Stanić,hr CRO,DF,Wehen,22,1999,23,17,"1,530",17.0,0,1,1,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06
Manfred Starke,na NAM,"MF,FW",Zwickau,30,1991,30,9,"1,191",13.2,3,4,7,3,0,0,3,0,0.23,0.30,0.53,0.23,0.53
Keanu Staude,de GER,FW,1860 Munich,24,1997,13,2,378,4.2,0,1,1,0,0,1,1,0,0.00,0.24,0.24,0.00,0.24
,,,,,,,,,,,,,,,,,,,,,,
Marvin Stefaniak,de GER,MF,W'burg Kickers,26,1995,14,10,841,9.3,0,2,2,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21
Phillipp Steinhart,de GER,DF,1860 Munich,29,1992,31,29,"2,558",28.4,2,2,4,1,1,2,7,0,0.07,0.07,0.14,0.04,0.11
Justin Steinkötter,de GER,FW,Saarbrücken,21,1999,31,2,722,8.0,3,1,4,3,0,0,2,0,0.37,0.12,0.50,0.37,0.50
Pascal Steinwender,de GER,FW,Verl,24,1996,11,2,316,3.5,1,0,1,1,0,0,2,0,0.28,0.00,0.28,0.28,0.28
Luca Stellwagen,de GER,DF,Verl,22,1998,28,25,"2,123",23.6,0,3,3,0,0,0,9,0,0.00,0.13,0.13,0.00,0.13
Janek Sternberg,de GER,"DF,MF",Hallescher,28,1992,25,17,"1,617",18.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Oliver Steurer,de GER,DF,MSV Duisburg,26,1995,22,22,"1,922",21.4,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09
Niclas Stierlin,de GER,MF,MSV Duisburg,21,2000,33,23,"2,144",23.8,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Tobias Stirl,de GER,GK,Havelse,21,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Moritz Stoppelkamp,de GER,"MF,FW",MSV Duisburg,34,1986,29,28,"2,324",25.8,9,5,14,6,3,4,4,0,0.35,0.19,0.54,0.23,0.43
Florian Stritzel,de GER,GK,Wehen,27,1994,30,30,"2,700",30.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Christian Strohdiek,de GER,"DF,MF",W'burg Kickers,33,1988,21,17,"1,368",15.2,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07
Philipp Strompf,de GER,DF,Braunschweig,23,1998,19,7,696,7.7,2,0,2,2,0,0,2,0,0.26,0.00,0.26,0.26,0.26
Felix Stumpe,de GER,MF,Braunschweig,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Firat Sucsuz,tr TUR,DF,Viktoria 1889,25,1996,2,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Richard Sukuta-Pasu,de GER,FW,Meppen,31,1990,18,9,969,10.8,4,0,4,4,0,0,0,0,0.37,0.00,0.37,0.37,0.37
Adam Sušac,hr CRO,DF,Zwickau,32,1989,6,4,346,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Anthony Syhre,de GER,MF,Zwickau,26,1995,4,1,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Richmond Tachie,de GER,"FW,MF",Dortmund II,22,1999,31,28,"2,242",24.9,6,7,13,6,0,0,9,2,0.24,0.28,0.52,0.24,0.52
Emanuel Taffertshofer,de GER,MF,Wehen,26,1995,25,19,"1,710",19.0,2,1,3,2,0,0,6,2,0.11,0.05,0.16,0.11,0.16
Ulrich Taffertshofer,de GER,MF,Osnabrück,29,1992,25,24,"2,145",23.8,0,1,1,0,0,0,10,1,0.00,0.04,0.04,0.00,0.04
Erik Tallig,de GER,"MF,FW",1860 Munich,21,2000,30,20,"1,685",18.7,3,4,7,3,0,0,2,0,0.16,0.21,0.37,0.16,0.37
Luka Tankulić,de GER,"MF,FW",Meppen,30,1991,35,34,"3,012",33.5,14,5,19,10,4,4,3,0,0.42,0.15,0.57,0.30,0.45
Niklas Tasky,de GER,DF,Havelse,30,1991,23,16,"1,512",16.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Ted Tattermusch,de GER,"FW,MF",Dortmund II,20,2001,30,9,"1,133",12.6,0,2,2,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16
,,,,,,,,,,,,,,,,,,,,,,
Julius Tauriainen,fi FIN,MF,SC Freiburg II,20,2001,26,21,"1,811",20.1,1,2,3,1,0,0,2,0,0.05,0.10,0.15,0.05,0.15
Berkan Taz,de GER,"FW,MF",Dortmund II,22,1998,35,29,"2,403",26.7,10,6,16,8,2,3,3,0,0.37,0.22,0.60,0.30,0.52
Niklas Teichgräber,de GER,"DF,MF",Havelse,25,1996,33,33,"2,806",31.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Albin Thaqi,de GER,DF,Dortmund II,19,2002,2,1,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Christopher Theisen,de GER,"MF,FW",Viktoria 1889,28,1993,25,15,"1,337",14.9,2,0,2,2,0,0,5,0,0.13,0.00,0.13,0.13,0.13
Niclas Thiede,de GER,GK,Verl,22,1999,28,28,"2,506",27.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Maxi Thiel,de GER,"MF,FW",Wehen,28,1993,30,21,"1,680",18.7,8,3,11,7,1,1,4,0,0.43,0.16,0.59,0.37,0.54
Timmy Thiele,de GER,FW,Viktoria Köln,30,1991,8,0,242,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Bjarne Thoelke,de GER,DF,Saarbrücken,29,1992,6,1,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Steffen Tigges,de GER,FW,Dortmund II,23,1998,5,5,431,4.8,4,0,4,4,0,0,0,0,0.84,0.00,0.84,0.84,0.84
Marcel Titsch-Rivero,de GER,MF,Hallescher,31,1989,24,18,"1,627",18.1,3,4,7,3,0,0,10,0,0.17,0.22,0.39,0.17,0.39
Boris Tomiak,de GER,DF,Kaiserslautern,22,1998,34,34,"2,901",32.2,5,2,7,5,0,0,13,0,0.16,0.06,0.22,0.16,0.22
Hakim Traoré,de GER,FW,Osnabrück,20,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Omar Traoré,de GER,DF,Osnabrück,23,1998,31,29,"2,360",26.2,2,2,4,2,0,0,3,1,0.08,0.08,0.15,0.08,0.15
Maurice Trapp,de GER,DF,Osnabrück,29,1991,33,31,"2,753",30.6,2,0,2,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07
Philipp Treu,de GER,"MF,DF",SC Freiburg II,20,2000,26,20,"1,798",20.0,0,2,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10
Boné Uaferro,de GER,DF,Saarbrücken,29,1992,8,5,508,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Luca Unbehaun,de GER,GK,Dortmund II,20,2001,20,20,"1,800",20.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Onur Ünlüçifçi,de GER,FW,SV Waldhof,24,1997,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Benjamin Uphoff,de GER,GK,SC Freiburg II,27,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Stefan Velkov,bg BUL,DF,MSV Duisburg,24,1996,15,9,797,8.9,0,1,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11
Pasqual Verkamp,de GER,FW,Viktoria 1889,23,1997,13,5,430,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jesper Verlaat,nl NED,DF,SV Waldhof,25,1996,29,27,"2,511",27.9,2,1,3,2,0,0,7,0,0.07,0.04,0.11,0.07,0.11
Vincent Vermeij,nl NED,FW,SC Freiburg II,26,1994,26,17,"1,716",19.1,10,1,11,9,1,1,1,0,0.52,0.05,0.58,0.47,0.52
Christian Viet,de GER,MF,Dortmund II,22,1999,28,24,"2,010",22.3,0,4,4,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18
,,,,,,,,,,,,,,,,,,,,,,
Joel Vieting,de GER,MF,Viktoria Köln,18,2003,2,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Yannic Voigt,de GER,MF,Zwickau,18,2002,14,3,344,3.8,1,0,1,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26
