Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Klaas,de GER,"MF,FW",Paderborn 07,24,1998,5,0,99,1.1,0,2,2,0,0,0,0,0,0.1,0.1,0.9,1.0,1,3,7,0.00,1.82,1.82,0.00,1.82,0.10,0.85,0.95,0.10,0.95
Christoph Klarer,at AUT,DF,Düsseldorf,22,2000,30,28,"2,544",28.3,2,1,3,2,0,0,8,0,2.3,2.3,0.7,3.0,17,75,4,0.07,0.04,0.11,0.07,0.11,0.08,0.02,0.11,0.08,0.11
Carl Klaus,de GER,GK,Nürnberg,28,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Felix Klaus,de GER,"FW,MF",Düsseldorf,29,1992,32,25,"2,127",23.6,6,5,11,6,0,0,6,0,5.1,5.1,5.4,10.5,44,67,162,0.25,0.21,0.47,0.25,0.47,0.21,0.23,0.44,0.21,0.44
Kai Klefisch,de GER,MF,Paderborn 07,22,1999,15,11,995,11.1,1,1,2,1,0,0,1,0,0.8,0.8,1.1,1.8,16,90,29,0.09,0.09,0.18,0.09,0.18,0.07,0.10,0.16,0.07,0.16
Tim Kleindienst,de GER,FW,Heidenheim,26,1995,32,32,"2,831",31.5,25,7,32,25,0,1,9,0,15.0,14.2,3.8,18.0,50,93,211,0.79,0.22,1.02,0.79,1.02,0.48,0.12,0.60,0.45,0.57
Colin Kleine-Bekel,de GER,DF,Holstein Kiel,19,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Philipp Klement,de GER,MF,Kaiserslautern,29,1992,24,18,"1,636",18.2,3,5,8,2,1,1,4,0,2.5,1.7,6.6,8.4,35,131,69,0.17,0.28,0.44,0.11,0.39,0.14,0.37,0.50,0.09,0.46
Mateo Klimowicz,de GER,"MF,FW",Arminia,22,2000,5,1,120,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,4,10,0.00,0.00,0.00,0.00,0.00,0.17,0.08,0.25,0.17,0.25
René Klingenburg,de GER,MF,Kaiserslautern,28,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fabian Klos,de GER,FW,Arminia,34,1987,28,20,"1,629",18.1,6,5,11,6,0,0,4,0,4.6,4.6,3.3,8.0,10,34,73,0.33,0.28,0.61,0.33,0.61,0.26,0.18,0.44,0.26,0.44
Lukas Klünter,de GER,DF,Arminia,26,1996,23,22,"1,801",20.0,0,1,1,0,0,0,5,1,1.1,1.1,1.2,2.3,36,51,48,0.00,0.05,0.05,0.00,0.05,0.05,0.06,0.11,0.05,0.11
Christoph Kobald,at AUT,DF,Karlsruher,24,1997,17,15,"1,419",15.8,0,0,0,0,0,0,3,0,1.0,1.0,0.2,1.2,16,42,3,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
Derrick Köhn,de GER,DF,Hannover 96,23,1999,33,33,"2,956",32.8,5,5,10,5,0,0,7,0,2.5,2.5,5.0,7.6,96,85,139,0.15,0.15,0.30,0.15,0.30,0.08,0.15,0.23,0.08,0.23
Medin Kojić,de GER,DF,Paderborn 07,16,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Markus Kolke,de GER,GK,Hansa Rostock,31,1990,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marco Komenda,hr CRO,DF,Holstein Kiel,25,1996,11,10,783,8.7,2,0,2,2,0,0,2,0,0.3,0.3,0.1,0.4,4,39,6,0.23,0.00,0.23,0.23,0.23,0.03,0.01,0.05,0.03,0.05
Ransford Königsdörffer,gh GHA,"FW,MF",Hamburger SV,20,2001,31,16,"1,533",17.0,8,1,9,8,0,0,3,1,5.4,5.4,1.8,7.2,58,35,126,0.47,0.06,0.53,0.47,0.53,0.31,0.11,0.42,0.31,0.42
Pascal Köpke,de GER,"FW,DF",Nürnberg,26,1995,7,0,43,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.6,4,0,12,0.00,2.09,2.09,0.00,2.09,0.06,1.10,1.16,0.06,1.16
Julian Korb,de GER,"DF,FW",Holstein Kiel,30,1992,12,7,670,7.4,1,1,2,1,0,0,2,0,0.4,0.4,1.0,1.4,10,27,31,0.13,0.13,0.27,0.13,0.27,0.05,0.13,0.19,0.05,0.19
Louis Köster,de GER,"DF,MF",Hansa Rostock,19,2003,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tim Köther,de GER,MF,Heidenheim,21,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dawid Kownacki,pl POL,"FW,MF",Düsseldorf,25,1997,32,31,"2,590",28.8,14,9,23,11,3,4,9,0,12.9,9.7,3.0,12.7,30,81,139,0.49,0.31,0.80,0.38,0.69,0.45,0.10,0.55,0.34,0.44
Julian Krahl,de GER,GK,Kaiserslautern,22,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Elija Krahn,de GER,MF,Hamburger SV,18,2003,4,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka Krajnc,si SVN,DF,Hannover 96,27,1994,20,17,"1,496",16.6,1,0,1,1,0,0,5,0,0.6,0.6,0.1,0.7,8,52,5,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.04,0.04,0.04
Kevin Kraus,de GER,DF,Kaiserslautern,29,1992,25,24,"2,151",23.9,4,2,6,3,1,1,2,0,3.1,2.3,0.6,2.9,3,41,8,0.17,0.08,0.25,0.13,0.21,0.13,0.03,0.15,0.10,0.12
Robin Krauße,de GER,MF,Braunschweig,28,1994,29,22,"1,850",20.6,1,3,4,1,0,0,9,0,2.2,2.2,3.1,5.3,21,98,43,0.05,0.15,0.19,0.05,0.19,0.11,0.15,0.26,0.11,0.26
Connor Krempicki,de GER,MF,Magdeburg,27,1994,24,16,"1,573",17.5,1,2,3,1,0,0,2,0,2.6,2.6,1.3,3.9,24,76,63,0.06,0.11,0.17,0.06,0.17,0.15,0.07,0.22,0.15,0.22
Florian Krüger,de GER,"FW,MF",Arminia,23,1999,4,1,123,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,3,12,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Noah Kruth,de GER,GK,Magdeburg,19,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christian Kühlwetter,de GER,"MF,FW",Heidenheim,26,1996,24,5,581,6.5,1,1,2,1,0,0,3,0,0.9,0.9,0.1,1.0,13,18,45,0.15,0.15,0.31,0.15,0.31,0.14,0.02,0.15,0.14,0.15
Fabian Kunze,de GER,MF,Hannover 96,24,1998,30,27,"2,458",27.3,0,3,3,0,0,0,14,1,0.7,0.7,0.9,1.6,16,105,26,0.00,0.11,0.11,0.00,0.11,0.02,0.03,0.06,0.02,0.06
Hasan Kuruçay,,DF,Braunschweig,24,1997,16,13,"1,228",13.6,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,1,26,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Ahmed Kutucu,tr TUR,FW,Sandhausen,22,2000,22,5,640,7.1,2,1,3,2,0,0,5,0,1.5,1.5,0.3,1.9,12,19,35,0.28,0.14,0.42,0.28,0.42,0.22,0.05,0.26,0.22,0.26
Moritz-Broni Kwarteng,gh GHA,"FW,MF",Magdeburg,24,1998,29,24,"2,140",23.8,10,2,12,10,0,0,3,0,5.7,5.7,4.0,9.6,68,89,128,0.42,0.08,0.50,0.42,0.50,0.24,0.17,0.41,0.24,0.41
Choi Kyoung-rok,kr KOR,"MF,FW",Karlsruher,27,1995,11,8,614,6.8,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1.1,5,26,20,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.16,0.05,0.16
Bryan Lasme,fr FRA,"FW,MF",Arminia,23,1998,32,15,"1,589",17.7,7,3,10,7,0,0,5,1,6.2,6.2,2.5,8.7,50,31,142,0.40,0.17,0.57,0.40,0.57,0.35,0.14,0.49,0.35,0.49
Lion Lauberbach,de GER,"FW,MF",Braunschweig,24,1998,34,19,"1,763",19.6,4,2,6,4,0,0,1,0,5.0,5.0,1.7,6.7,32,35,122,0.20,0.10,0.31,0.20,0.31,0.25,0.09,0.34,0.25,0.34
James Lawrence,wls WAL,DF,Nürnberg,29,1992,21,18,"1,538",17.1,0,0,0,0,0,0,0,0,1.3,1.3,0.1,1.4,15,47,3,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08
Jamie Lawrence,de GER,DF,Magdeburg,19,2002,25,13,"1,296",14.4,0,1,1,0,0,0,4,2,0.7,0.7,0.3,1.0,6,50,8,0.00,0.07,0.07,0.00,0.07,0.05,0.02,0.07,0.05,0.07
Tim Leibold,de GER,DF,Hamburger SV,28,1993,4,2,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Robert Leipertz,de GER,"FW,MF",Paderborn 07,29,1993,30,25,"1,838",20.4,11,1,12,11,0,0,0,0,9.9,9.9,2.3,12.3,34,46,174,0.54,0.05,0.59,0.54,0.59,0.49,0.11,0.60,0.49,0.60
Andre Leipold,de GER,MF,Darmstadt 98,20,2001,4,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21
Enzo Leopold,de GER,MF,Hannover 96,22,2000,21,11,918,10.2,0,4,4,0,0,0,4,0,0.3,0.3,1.1,1.3,4,36,8,0.00,0.39,0.39,0.00,0.39,0.02,0.10,0.13,0.02,0.13
Ivan Lepinjica,hr CRO,MF,Arminia,23,1999,22,15,"1,323",14.7,0,1,1,0,0,0,8,0,0.2,0.2,0.9,1.1,7,58,7,0.00,0.07,0.07,0.00,0.07,0.02,0.06,0.08,0.02,0.08
Andreas Linde,se SWE,GK,Greuther Fürth,29,1993,30,30,"2,655",29.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lex Lobinger,de GER,"FW,MF",Kaiserslautern,23,1999,29,2,617,6.9,2,1,3,2,0,0,4,0,1.7,1.7,1.2,2.9,13,14,45,0.29,0.15,0.44,0.29,0.44,0.25,0.18,0.42,0.25,0.42
Felix Lohkemper,de GER,"FW,MF",Nürnberg,27,1995,20,10,899,10.0,3,1,4,3,0,0,1,0,3.0,3.0,0.6,3.5,10,17,68,0.30,0.10,0.40,0.30,0.40,0.30,0.06,0.35,0.30,0.35
Simon Lorenz,de GER,DF,Holstein Kiel,25,1997,25,21,"1,921",21.3,1,1,2,1,0,0,3,0,1.9,1.9,1.1,3.0,11,66,8,0.05,0.05,0.09,0.05,0.09,0.09,0.05,0.14,0.09,0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Luca Schuler,de GER,FW,Magdeburg,23,1999,12,8,620,6.9,1,0,1,1,0,0,2,0,1.6,1.6,0.5,2.1,5,4,34,0.15,0.00,0.15,0.15,0.15,0.23,0.08,0.31,0.23,0.31
Anderson Lucoqui,ao ANG,DF,Hansa Rostock,25,1997,15,8,687,7.6,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,13,24,11,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
Yannik Lührs,de GER,DF,Hannover 96,18,2003,4,4,355,3.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andreas Luthe,de GER,GK,Kaiserslautern,35,1987,31,31,"2,740",30.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Patrick Mainka,de GER,DF,Heidenheim,27,1994,34,34,"3,052",33.9,3,1,4,3,0,0,4,0,3.3,3.3,1.0,4.3,22,87,4,0.09,0.03,0.12,0.09,0.12,0.10,0.03,0.13,0.10,0.13
Haralambos Makridis,gr GRE,"FW,MF",Jahn R'burg,26,1996,25,15,"1,372",15.2,3,2,5,3,0,0,3,1,2.7,2.7,2.0,4.7,29,37,69,0.20,0.13,0.33,0.20,0.33,0.18,0.13,0.31,0.18,0.31
Ryan Malone,us USA,DF,Hansa Rostock,29,1992,30,27,"2,327",25.9,1,2,3,0,1,1,8,0,3.8,3.0,2.3,5.3,7,68,14,0.04,0.08,0.12,0.00,0.08,0.15,0.09,0.24,0.11,0.21
Lennard Maloney,us USA,"MF,DF",Heidenheim,22,1999,33,31,"2,629",29.2,0,1,1,0,0,0,5,0,0.3,0.3,1.7,2.0,4,117,13,0.00,0.03,0.03,0.00,0.03,0.01,0.06,0.07,0.01,0.07
Marcel Mansfeld,de GER,"FW,MF",Düsseldorf,21,2001,4,0,28,0.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,1,2,0.00,0.00,0.00,0.00,0.00,0.60,0.12,0.72,0.60,0.72
Braydon Manu,gh GHA,"FW,MF",Darmstadt 98,25,1997,28,25,"1,949",21.7,7,7,14,7,0,0,5,1,4.3,4.3,4.1,8.4,61,40,181,0.32,0.32,0.65,0.32,0.65,0.20,0.19,0.39,0.20,0.39
Jan-Hendrik Marx,de GER,DF,Braunschweig,27,1995,25,19,"1,524",16.9,0,2,2,0,0,0,5,0,0.8,0.8,1.6,2.4,41,64,78,0.00,0.12,0.12,0.00,0.12,0.05,0.09,0.14,0.05,0.14
Igor Matanovic,hr CRO,"FW,MF",St. Pauli,19,2003,18,6,621,6.9,0,1,1,0,0,0,3,0,1.6,1.6,0.4,2.1,2,7,43,0.00,0.14,0.14,0.00,0.14,0.24,0.06,0.30,0.24,0.30
Christian Mathenia,de GER,GK,Nürnberg,30,1992,17,17,"1,530",17.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Maurides,br BRA,"FW,MF",St. Pauli,28,1994,7,0,143,1.6,0,0,0,0,0,0,2,0,0.6,0.6,0.0,0.7,4,1,7,0.00,0.00,0.00,0.00,0.00,0.41,0.03,0.44,0.41,0.44
Jakov Medić,hr CRO,DF,St. Pauli,23,1998,29,29,"2,587",28.7,4,0,4,4,0,0,4,0,2.7,2.7,0.4,3.1,18,105,9,0.14,0.00,0.14,0.14,0.14,0.09,0.01,0.11,0.09,0.11
Nathan de Medina,be BEL,DF,Arminia,24,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nathan de Medina,be BEL,DF,Braunschweig,24,1997,17,17,"1,476",16.4,0,0,0,0,0,0,7,1,0.6,0.6,0.0,0.6,9,51,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Joshua Mees,de GER,"FW,MF",Jahn R'burg,26,1996,25,15,"1,198",13.3,1,2,3,1,0,0,4,0,1.8,1.8,2.3,4.1,22,26,75,0.08,0.15,0.23,0.08,0.23,0.13,0.17,0.31,0.13,0.31
Jonas Meffert,de GER,MF,Hamburger SV,27,1994,32,32,"2,801",31.1,0,2,2,0,0,0,6,0,0.5,0.5,1.5,2.0,31,171,24,0.00,0.06,0.06,0.00,0.06,0.02,0.05,0.07,0.02,0.07
Omar Megeed,de GER,FW,Hamburger SV,16,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcel Mehlem,de GER,MF,Sandhausen,27,1995,8,3,335,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,14,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Marcel Mehlem,de GER,MF,Paderborn 07,27,1995,7,0,169,1.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,5,5,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29
Marvin Mehlem,de GER,MF,Darmstadt 98,24,1997,32,32,"2,662",29.6,3,5,8,3,0,0,12,0,3.7,3.7,5.1,8.8,68,129,196,0.10,0.17,0.27,0.10,0.27,0.13,0.17,0.30,0.13,0.30
Thomas Meißner,de GER,DF,Hansa Rostock,31,1991,12,4,461,5.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Connor Metcalfe,au AUS,"MF,FW",St. Pauli,22,1999,30,13,"1,246",13.8,3,2,5,3,0,0,4,0,2.0,2.0,0.9,2.9,16,43,106,0.22,0.14,0.36,0.22,0.36,0.14,0.07,0.21,0.14,0.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karol Mets,ee EST,DF,St. Pauli,29,1993,17,17,"1,530",17.0,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,16,76,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Marco Meyerhöfer,de GER,DF,Greuther Fürth,26,1995,16,9,792,8.8,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,10,32,33,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.10,0.02,0.10
Oualid Mhamdi,ma MAR,"DF,MF",Greuther Fürth,19,2003,7,1,116,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,1,5,10,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13
Damian Michalski,pl POL,DF,Greuther Fürth,24,1998,23,22,"1,870",20.8,4,0,4,4,0,0,4,0,2.4,2.4,0.0,2.4,0,43,0,0.19,0.00,0.19,0.19,0.19,0.12,0.00,0.12,0.12,0.12
William Mikelbrencis,fr FRA,DF,Hamburger SV,18,2004,6,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,15,10,10,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.07,0.06,0.07
Monju Momuluh,de GER,"MF,FW",Hannover 96,20,2002,5,2,210,2.3,0,0,0,0,0,0,2,0,0.3,0.3,0.6,0.9,11,6,17,0.00,0.00,0.00,0.00,0.00,0.12,0.25,0.37,0.12,0.37
Francisco Montero,es ESP,DF,Hamburger SV,23,1999,4,2,185,2.1,0,1,1,0,0,0,4,2,0.0,0.0,0.0,0.0,3,18,1,0.00,0.49,0.49,0.00,0.49,0.00,0.02,0.02,0.00,0.02
Miro Muheim,ch SUI,DF,Hamburger SV,24,1998,33,31,"2,754",30.6,2,7,9,2,0,0,8,0,1.1,1.1,4.0,5.1,98,206,72,0.07,0.23,0.29,0.07,0.29,0.04,0.13,0.17,0.04,0.17
Alexander Mühling,de GER,MF,Holstein Kiel,29,1992,23,10,995,11.1,2,1,3,1,1,2,2,0,2.7,1.1,1.4,2.5,8,55,33,0.18,0.09,0.27,0.09,0.18,0.25,0.12,0.37,0.10,0.23
Andreas Müller,de GER,MF,Magdeburg,22,2000,19,18,"1,508",16.8,1,0,1,1,0,0,3,0,0.6,0.6,0.6,1.2,5,68,14,0.06,0.00,0.06,0.06,0.06,0.04,0.04,0.07,0.04,0.07
Jannik Müller,de GER,"DF,MF",Darmstadt 98,28,1994,27,25,"2,037",22.6,2,0,2,2,0,0,4,0,1.0,1.0,0.8,1.7,13,82,13,0.09,0.00,0.09,0.09,0.09,0.04,0.03,0.08,0.04,0.08
Kevin Müller,de GER,GK,Heidenheim,31,1991,34,34,"3,060",34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Tobias Müller,de GER,DF,Paderborn 07,28,1994,16,14,"1,235",13.7,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,8,50,5,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05
Maurice Multhaup,de GER,"DF,FW",Braunschweig,25,1996,30,13,"1,419",15.8,2,4,6,2,0,0,2,0,1.7,1.7,1.8,3.5,40,59,78,0.13,0.25,0.38,0.13,0.38,0.11,0.12,0.22,0.11,0.22
Ridge Munsy,,"FW,MF",Hansa Rostock,33,1989,9,1,155,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,2,10,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Sei Muroya,jp JPN,DF,Hannover 96,28,1994,31,26,"2,436",27.1,3,1,4,3,0,0,5,0,1.1,1.1,3.3,4.4,66,63,112,0.11,0.04,0.15,0.11,0.15,0.04,0.12,0.16,0.04,0.16
Florent Muslija,xk KVX,"MF,FW",Paderborn 07,24,1998,33,27,"2,155",23.9,10,6,16,4,6,6,6,0,8.7,4.0,5.6,9.6,88,139,169,0.42,0.25,0.67,0.17,0.42,0.36,0.24,0.60,0.17,0.40
Mats Møller Dæhli,no NOR,"MF,FW",Nürnberg,27,1995,30,26,"2,119",23.5,1,5,6,1,0,0,1,0,0.7,0.7,3.6,4.3,72,100,152,0.04,0.21,0.25,0.04,0.25,0.03,0.15,0.18,0.03,0.18
Sebastian Nachreiner,de GER,DF,Jahn R'burg,33,1988,9,7,639,7.1,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,0,15,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Niclas Nadj,de GER,"MF,FW",Paderborn 07,21,2000,11,2,317,3.5,0,1,1,0,0,0,2,0,1.4,1.4,0.7,2.1,11,22,36,0.00,0.28,0.28,0.00,0.28,0.40,0.20,0.59,0.40,0.59
Paul Nebel,de GER,MF,Karlsruher,19,2002,32,25,"2,240",24.9,4,6,10,4,0,0,7,0,3.2,3.2,4.6,7.7,52,111,119,0.16,0.24,0.40,0.16,0.40,0.13,0.18,0.31,0.13,0.31
Nico Neidhart,de GER,DF,Hansa Rostock,27,1994,26,26,"2,131",23.7,0,0,0,0,0,0,5,0,0.6,0.6,1.7,2.3,31,88,46,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
András Németh,hu HUN,"FW,MF",Hamburger SV,19,2002,11,0,137,1.5,2,0,2,2,0,0,0,0,1.2,1.2,0.2,1.4,2,3,11,1.31,0.00,1.31,1.31,1.31,0.76,0.13,0.89,0.76,0.89
David Nemeth,at AUT,DF,St. Pauli,21,2001,8,8,594,6.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,6,25,4,0.15,0.00,0.15,0.15,0.15,0.04,0.00,0.04,0.04,0.04
Phil Neumann,de GER,DF,Hannover 96,25,1997,29,28,"2,443",27.1,1,0,1,1,0,0,7,2,1.0,1.0,0.6,1.6,29,92,3,0.04,0.00,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Niehues,de GER,MF,Kaiserslautern,21,2001,29,26,"2,079",23.1,2,0,2,2,0,0,6,0,2.1,2.1,1.1,3.2,7,72,21,0.09,0.00,0.09,0.09,0.09,0.09,0.05,0.14,0.09,0.14
Håvard Nielsen,no NOR,"MF,FW",Hannover 96,29,1993,33,30,"2,630",29.2,8,3,11,8,0,1,6,0,9.6,8.8,1.7,10.4,40,92,142,0.27,0.10,0.38,0.27,0.38,0.33,0.06,0.38,0.30,0.36
Noel Niemann,de GER,DF,Arminia,22,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
Jona Niemiec,de GER,"FW,MF",Düsseldorf,20,2001,12,1,221,2.5,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.2,19,2,21,0.41,0.41,0.81,0.41,0.81,0.25,0.23,0.48,0.25,0.48
Jannis Nikolaou,de GER,"MF,DF",Braunschweig,29,1993,30,29,"2,532",28.1,1,2,3,1,0,0,12,0,1.6,1.6,2.3,3.9,8,141,12,0.04,0.07,0.11,0.04,0.11,0.06,0.08,0.14,0.06,0.14
Fabian Nürnberger,de GER,"MF,DF",Nürnberg,23,1999,24,20,"1,708",19.0,1,2,3,1,0,0,7,0,1.1,1.1,1.1,2.2,36,92,58,0.05,0.11,0.16,0.05,0.16,0.06,0.06,0.11,0.06,0.11
Tim Oberdorf,de GER,"DF,MF",Düsseldorf,25,1996,28,22,"2,067",23.0,2,1,3,2,0,0,4,0,1.1,1.1,0.6,1.7,36,98,40,0.09,0.04,0.13,0.09,0.13,0.05,0.03,0.07,0.05,0.07
Raphael Obermair,ph PHI,"DF,MF",Paderborn 07,26,1996,30,29,"2,498",27.8,2,6,8,2,0,0,2,0,1.7,1.7,3.3,5.0,102,107,171,0.07,0.22,0.29,0.07,0.29,0.06,0.12,0.18,0.06,0.18
Marvin Obuz,de GER,"FW,MF",Holstein Kiel,20,2002,10,1,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,4,5,14,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
Philipp Ochs,de GER,"MF,DF",Sandhausen,25,1997,19,10,957,10.6,0,0,0,0,0,0,3,0,0.7,0.7,1.4,2.1,24,43,37,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.20,0.06,0.20
Bastian Oczipka,de GER,DF,Arminia,33,1989,30,30,"2,500",27.8,1,2,3,1,0,0,4,0,0.9,0.9,3.4,4.3,52,90,66,0.04,0.07,0.11,0.04,0.11,0.03,0.12,0.16,0.03,0.16
Kelvin Ofori,gh GHA,"MF,FW",Paderborn 07,21,2001,5,0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,4,8,0.00,0.00,0.00,0.00,0.00,0.20,0.12,0.33,0.20,0.33
Chima Okoroji,ng NGA,DF,Sandhausen,25,1997,19,19,"1,602",17.8,0,4,4,0,0,0,2,0,0.4,0.4,3.7,4.1,40,37,57,0.00,0.22,0.22,0.00,0.22,0.02,0.21,0.23,0.02,0.23
